mrkl_shop_id;shop_name;business_name;identification_number;first_names;last_names;email;address;address_ref;phone;phone_secondary;logo;branch;web_site;description;UNIDAD DE NEGOCIO;DIVISI�N;ruc;created_at;trade_name;state
4201;BATERIAS ENERJET;ENERGIA GLOBAL ALTERNATIVA S.A.C.;20538287874;Luis;Salas;administracion@batteryplaza.com.pe;Pasaje Los Zafiros 106;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20538287874;11/18/2021;BATERIAS ENERJET;Abierta
4202;CORPORACION FUKUPARK SAC;CORPORACION FUKUPARK S.A.C.;20543783600;FRESIA;BECERRA NIZUMA;fbecerra@fukupark.com;CALLE 2 MZ B LTE 10 URBANIZACION EL ROCIO;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20543783600;11/18/2021;CORPORACION FUKUPARK SAC;Abierta
4204;ROTOPER;ROTOMOLDEADOS PERUANOS SAC;20507866922;MARCELA;BRAVO;mbravo@rotoper.com;COOPERATIVA LAS VERTIENTES CALLE 2 MZ B LOTE 2B;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4204;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4204;null;Somos una empresa 100% peruana con m�s de 16 a�os de experiencia en la industria del rotomoldeado de pl�stico. Brindamos soluciones para clientes comerciales, industriales, particulares y del exterior, a trav�s de productos como tanques para agua, cisternas, contenedores isot�rmicos, semi-isot�rmicos, asientos para buses, parihuelas, barreras, y accesorios que facilitan su instalaci�n. Nuestros desarrollos se enfocan principalmente en las industrias de la pesca, el agro y la miner�a.;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20507866922;11/19/2021;ROTOPER;Abierta
4205;LA VERA CASA;GARCIA ROJAS DANITZA MARIANNE;10475039853;DANITZA MARIANNE;GARCIA ROJAS;VENTAS.LAVERACASA@GMAIL.COM;JR PERUSA 1165 URB LOS JARDINES;null;null;null;null;null;null;null;HOGAR;DECOHOGAR;10475039853;11/19/2021;LA VERA CASA;Abierta
4206;ANDINACOLOR;GRUPO INDUSTRIAL ANDINA S.A.C.;20565707648;WALTER;MEZA MENDIVIL;wmeza@grupoandina.pe;MZ E LOTE 5B URB. LAS FLORES;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4206;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4206;null;null;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20565707648;11/19/2021;ANDINACOLOR;Abierta
4207;Belen Petshop;AGRONEGOCIOS BELEN S.A.C.;20511645043;Eduardo;Castro;vetbeco@yahoo.com;AV. ALAMEDA LOS HORIZONTES MZ A-1 LT. 12 URB. LOS CEDROS DE VILLA;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4207;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4207;null;null;NUEVOS NEGOCIOS;MASCOTAS;20511645043;11/22/2021;Belen Petshop;Abierta
4208;GROOMERS EXPRESS;GROOMERS S.R.L.;20509258202;PAOLA;HERNANDEZ;contable.groomers@gmail.com;AV. JORGE CHAVEZ NRO. 258 URB. MIRAFLORES (CRUCE COMANDANTE ESPINAR CON PARDO);null;null;null;null;null;null;null;NUEVOS NEGOCIOS;MASCOTAS;20509258202;11/22/2021;GROOMERS EXPRESS;Abierta
4209;DECONCRETO.LIMA;GUERRERO UNTIVEROS SHEILLA;10434859889;SHEILLA;GUERRERO UNTIVEROS;DECONCRETO.LIMA@GMAIL.COM;MALAGUE�A 101 URB VILLA JARDIN SAN LUIS;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4209;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4209;null;Somos creadores de objetos decorativos y utilitarios a base de cemento y agregados para transformar y personalizar espacios.;HOGAR;DECOHOGAR;10434859889;11/22/2021;DECONCRETO.LIMA;Abierta
4210;VILLA ALTA;VILLA RICA BUCKS SOCIEDAD ANONIMA CERRADA;20523293029;FELIX;CHAVEZ DEL CARPIO;felix.chavez@villaaltaperu.com;JR. PEREZ DE TUDELA 1952 LIMA;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4210;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4210;null;Somos el aliado ideal en el establecimiento y consolidaci�n de tu negocio del caf�, integrando el insumo y los equipos, el mantenimiento y la capacitaci�n, para que puedas brindar una experiencia sensorial �nica e inolvidable en una taza de caf� de especialidad;HOGAR;ELECTROHOGAR;20523293029;11/22/2021;VILLA ALTA;Abierta
4212;INTY MAKY;RIVERA PINO YANIRA INES;10733719678;YANIRA;RIVERA PINO;YANIRARIVERA66@GMAIL.COM;BUENAVENTURA AGUIRRE 178;null;null;null;null;null;null;null;BLANDOS;ACCESORIOS;10733719678;11/22/2021;INTY MAKY;Abierta
4213;SASHIJA HOME;SASHIJA GROUP S.A.C.;20608047388;Samir;Jawwad Boh�rquez;sjawwad@sashija.com;Calle Roma 160 T1 DEP 501;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20608047388;11/22/2021;SASHIJA HOME;Abierta
4214;HOLI NAVIDAD;DKS DEL PER� S.A.C.;20607716677;LILIANA;CALVO;LCALVO@DKS.PE;AV. SAN BORJA SUR 1064;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20607716677;11/23/2021;HOLI NAVIDAD;Abierta
4215;PARKER PERU;BRICKEL S.A.C.;20503423015;YANE;CAPCHA CARO;ycapcha@brickel.com.pe;AV. DOMINGO MARTINEZ LUJAN 1056 PISO 2;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4215;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4215;null;La l�nea escritura fina que empodera tus ideas y marca tu estilo;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20503423015;11/23/2021;PARKER PERU;Abierta
4216;PRAVI URBAN HOME;TRANSMAC TERAIL S.A.C.;20604338400;Sandra;Urbina;hola@pravihome.com;AV GUARDIA CIVIL 887 CHORRILLOS;null;null;null;null;null;null;null;HOGAR;DECOHOGAR;20604338400;11/23/2021;PRAVI URBAN HOME;Abierta
4217;DON GATO PETS CARE;PACHON & GRANADOS SAC;20605568018;YOLANDA;RAMIREZ;INFO@DONGATO.PE;CALLE SCHELL 644;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;MASCOTAS;20605568018;11/23/2021;DON GATO PETS CARE;Abierta
4218;Adore Home;CHEVEZ ANGELES ANDREA MERCEDES;10446354758;ANDREA;CHEVEZ;andreachevez@adorehome.pe;POMALCA 513, MONTERRICO;null;998 972 154;34671179506;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4218;null;null;Elaboramos dise�os �nicos, trabajando cada detalle a mano con mucha dedicaci�n en conjunto con artesanos peruanos.;HOGAR;DECOHOGAR;10446354758;11/23/2021;Adore Home;Abierta
4219;UNIBELL;UNIBELL S.A.C.;20511451354;Mixuko;Villareal;daniel.minaya@unibell.com.pe;AV. JAVIER PRADO OESTE 1475;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4219;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4219;null;Reconocidos en el mercado a trav�s de la calidad y desarrollo de productos innovadores. Representaci�n exclusiva de marcas l�deres internacionales, que satisfacen las exigencias de los profesionales de la belleza.;NUEVOS NEGOCIOS;CONSUMO MASIVO;20511451354;11/24/2021;UNIBELL;Abierta
4220;DULCE ESTILO GIFT SHOP;AGUILAR SANCHEZ CARMEN MILAGROS;10258546135;PATRICK ALBERTO;TORRES YAYA;dulceyestilo.eventos@gmail.com;CALLE JOSE PARODI # 425 URB. STELLA MARIS;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;10258546135;11/24/2021;DULCE ESTILO GIFT SHOP;Abierta
4221;GROUP DLC;DE LA CRUZ & ASOCIADOS S.A.C. - DC & A S.A.C.;20606314168;ELVIS MARTIN;DE LA CRUZ ARACAYO;ventasonlinedlcsac@gmail.com;CRUZ DE MOTUPE-MZ H LT 5 GRUPO 5;null;null;null;null;null;null;null;HOGAR;ELECTROHOGAR;20606314168;11/25/2021;GROUP DLC;Abierta
4222;ATALIA;AMUZA S.A.C.;20605843965;FRANCO;MOLINA;franco.molina@ataliaperu.com;PASAJE AUSTRO 162;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4222;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4222;null;Somos una marca de ropa dise�ada para mujeres fuertes y osadas. Te invitamos a vivir c�moda y con estilo.;BLANDOS;MUJER;20605843965;11/25/2021;ATALIA;Abierta
4223;RUMI;RUMI DESIGN S.A.C.;20608651242;Santiago;Alvarado;salvaradoorlandini@gmail.com;Calle Gonzlaes Larra�aga 150;null;null;null;null;null;null;null;HOGAR;DECOHOGAR;20608651242;11/26/2021;RUMI;Abierta
4224;VITAMIN CENTER PERU;PATRICIA BACHOIR VIDAURRE;10254101449;PATRICIA;BACHOIR;gerencia@vitamincenter.pe;AV. MIGUEL GRAU 923;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4224;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4224;null;Somos una empresa comercial de una amplia gama de suplementos naturales importados, elaborados con tecnolog�a de punta, que garantizan la calidad y seguridad de nuestros productos.;NUEVOS NEGOCIOS;SALUD;10254101449;11/26/2021;VITAMIN CENTER PERU;Abierta
4225;CUBITT;SOMETIMES PERU S.A.;20550848741;JAIME;GATEROL;facturacionmkp.kronotime@gmail.com;AV.LA MAR N.240 ASO.SANTA ANITA BAJA ATE-LIMA;null;null;null;null;null;null;null;BLANDOS;ACCESORIOS;20550848741;11/26/2021;CUBITT;Abierta
4226;Globber Peru;Chokala Kids SAC;20602581820;Jessica;Schroth;info@globberperu.com;San Martin 220 dpto A;null;949079898;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4226;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4226;www.globberperu.com;Nuestra misi�n es llevar a muchos ni�os y adultos tiempo de diversi�n, creando momentos y experiencias, mientras realizan actividad f�sica. Globber es una marca Francesa especializada en scooters para ni�os y adultos, creada en el 2014 y hoy ya se encuentra en m�s de 85 pa�ses. Debido a su constante innovaci�n, desarrollo de dise�os funcionales, alta calidad y seguridad en sus productos, ha logrado m�s de 30 reconocimientos a nivel mundial.;BLANDOS;INFANTIL;20602581820;11/26/2021;Globber Peru;Abierta
4227;ZIARA;CAJO SOTO JULEISE HELENISSE;10743072443;JULEISE HELENISSE;CAJO SOTO;BOUTIQUEZIARA19@GMAIL.COM;JR. GENERAL LUIS LA PUERTA 290 DPT 201;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4227;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4227;null;Ziara es una marca de ropa que naci� para realzar la belleza real. Encuentra piezas como: vestidos, leggings, blusas, top, blazer desde la talla S hasta XXL. Modelos exclusivos que buscan potenciar tu figura y destacar tus atributos.;BLANDOS;MUJER;10743072443;11/26/2021;ZIARA;Abierta
4229;Tempo&Co.;RANGEL ARANGUREN SOFIA ALEJANDRA;10774776988;SOFIA ALEJANDRA;RANGEL ARANGUREN;tempoyco@gmail.com;SAN ANDRES V ETAPA MZ. T LT. 27;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4229;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4229;null;Venta de Calzado para Dama;BLANDOS;CALZADO;10774776988;11/26/2021;Tempo&Co.;Abierta
4230;KIND OF BASIC;MARIELA INES CHACON CANO;10712361617;Mariela In�s;Chac�n Cano;march.peru2018@gmail.com;Calle Los �lamos 292, dpto 703;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4230;null;null;null;BLANDOS;ACCESORIOS;10712361617;11/26/2021;KIND OF BASIC;Abierta
4231;M&A PRINCESS;DE LA CRUZ MORENO LUZ MARIA;10426879226;Luz Mar�a;De La Cruz Moreno;maprincessva@outlook.com;Jr. Montero Rosas 1252 Int 501;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4231;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4231;null;null;BLANDOS;INFANTIL;10426879226;11/29/2021;M&A PRINCESS;Abierta
4232;DISTRIBUIDORA LA CAVA;DISTRIBUIDORA LA CAVA DE LOS OLIVOS S.A.C;20607858188;INGRID;VUCETICH GONZALEZ;VUCETIGOING@HOTMAIL.COM;AV. SANTIAGO ANTUNEZ DE MAYOLO NRO 1111 URB. MERCURIO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4232;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4232;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20607858188;11/29/2021;DISTRIBUIDORA LA CAVA;Abierta
4233;Dentitoy;Dentitoy EIRL;20467028759;Yahaira;Martinez;tesoreria@dentitoy.com.pe;Av. Prolongaci�n Iquitos 2184;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;MASCOTAS;20467028759;11/29/2021;Dentitoy;Abierta
4234;Bombi Per�;CORPORACION BOMBI PERU E.I.R.L.;20608141881;Lorena Patricia;Ino��n Monge;hola.bombiperu@gmail.com;JR.LOS HELENIOS 3870 DPTO 301- URBANIZACI�N LAS PALMERAS;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4234;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4234;null;Bombi es una marca del rubro materno/infantil cuya misi�n es acompa�ar a las familias en la mejor etapa de su vida: la espera de un ni�o, su llegada y la primera infancia, haciendo de cada uno de estos acontecimientos algo memorable e invaluable. La infancia es una etapa fugaz, por lo que Bombi ofrece productos creativos, tiernos y funcionales para llevar registro de cada momento de la vida de nuestro hijo. Inspirados y comprometidos con la naturaleza (utilizamos insumos amigables con nuestro planeta), cuidadosos en los detalles y sobretodo: hecho de mam� a mam�.;NUEVOS NEGOCIOS;CONSUMO MASIVO;20608141881;11/29/2021;Bombi Per�;Abierta
4235;YURICO TECNOLOGIA Y MODA;YURICO PERU FINANCE E.I.R.L.;20602219799;Obed Nemias;Almiron Hurtado;NYMconsultoriacontable@gmail.com;JR. GAMARRA NRO.1275 TDA 9 PISO 3;null;null;null;null;null;null;null;HOGAR;ELECTROHOGAR;20602219799;11/29/2021;YURICO TECNOLOGIA Y MODA;Abierta
4236;COSECHA COFFEE;INDIGO PARTNERS S.A.C. - INDPART S.A.C.;20604110697;CATIA;ARI;administracion@cosechaperu.com;AVENIDA GENERAL SANTA CRUZ 367, DPTO 804;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20604110697;11/29/2021;COSECHA COFFEE;Abierta
4237;KATANA;PAZ RAMOS MARIA VIRGINIA;10067850187;MARIA VIRGINIA;PAZ RAMOS;virginia141973@gmail.com;CALLE COSME BUENO N� 341 URB SAN JOSE;null;997266015;992953196;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4237;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4237;null;Nuestra marca ofrece un nuevo estilo de ropa interior masculina, inspirada en dise�os tribales que representan energ�a y fuerza, aventura, arte y elegancia. Deja de ver tu ropa interior como una prenda que solo sirve para proteger tu intimidad y disfr�tala como una pieza clave en tu propuesta de moda. KATANA, somos tu compa�ero de aventuras.;BLANDOS;HOMBRE;10067850187;11/29/2021;KATANA;Abierta
4238;Lab Mont;LABORATORIO DE MONTA�A S.A.C.;20606002140;Mabel;Santos Castro;msantos@lab-mont.pe;Frederic Remington 246, local 402.;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4238;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4238;null;Tienda especializada en ropa de ciclismo, productos hechos en Per�.;BLANDOS;DEPORTES;20606002140;11/29/2021;Lab Mont;Abierta
4239;Le Petit Company;TEXTIL JGM EIRL;20515029223;Ricardo;Esteban;ricardo.esteban002@gmail.com;AV. EVITAMIENTO MZA. E LOTE 11 - URB. SAN FRANCISCO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4239;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4239;null;Descubre nuestra colecci�n infantil de essentials y encuentra de todo para armar un outfit completo sin salir de tu casa. Nos preocupamos por brindar prendas en alta calidad, larga duraci�n y con dise�os en tendencia... �ropa para todo tipo de aventuras! Ser ni�o se trata de diversi�n y libertad, y eso es exactamente lo que nos inspira en nuestras colecciones. Desde coloridos estampados hasta nuestros infaltables mix n�match personalizables son prendas essentials, ideales para estar en casa, una ocasi�n especial o simplemente para una salida al parque a jugar. Si est�s en la b�squeda de prendas infantiles elaboradas en 100% algod�n, c�modas, divertidas, pr�cticas y durables� �est�s en el lugar correcto! Vis�tanos para conocer nuestras novedades y usa #LePetitComp para compartir tus essentials! Hecho en Per�.;BLANDOS;INFANTIL;20515029223;11/29/2021;Le Petit Company;Abierta
4240;Ecobebe;TEXTIL JGM EIRL;20515029223;Ricardo;Esteban;ricardo.esteban002@gmail.com;AV. EVITAMIENTO MZA. E LOTE 11 - URB. SAN FRANCISCO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4240;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4240;null;UNA PRENDA MUY ESPECIAL Y SUSTENTABLE Dise�ado para ofrecer comfort, suavidad y protecci�n. Prendas elaboradas con 100% algod�n org�nico pima peruano, broches libres de plomo y estampados ecol�gico. *Certificaci�n GOTS (tejido);BLANDOS;INFANTIL;20515029223;11/29/2021;Ecobebe;Abierta
4241;REHERM;LABORATORIOS OFTALMICOS S.A.C.;20513441208;LEONARDO;SALVADOR;leonardo.salvador@labofta.com;Calle Horacio Cachay 195-197 (Urb. Santa Catalina);null;null;null;null;null;null;null;BLANDOS;BELLEZA;20513441208;11/30/2021;REHERM;Abierta
4242;SELL & TRADE;SELL & TRADE S.A.C.;20606981172;Federico;Villasante Reyes;federico.villasante@sell-trade.com;Vi�a del Mar 285 Sol de la Molina 1ra Etapa;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4242;null;null;Tienda 100% Online de productos de tecnolog�a.;HOGAR;ELECTROHOGAR;20606981172;11/30/2021;SELL & TRADE;Abierta
4243;LUJO;CHINININ TUSE FANNY CONCEPCION;10419160429;FANNY CONCEPCION;CHINININ TUSE;LUJOFORHOME@GMAIL.COM;JR. HUARAZ 1237, DPTO 701;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4243;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4243;null;Lujo tiene ropa de cama para todas las temporadas puedes encontrar edredones, cubrecamas, plumones, fundas, s�banas, protectores y m�s. Nuestros productos est�n confeccionados con telas que contienen fibras de algod�n, hipoalerg�nica y transpirable, garantizando un descanso de lujo a todas las familias del Per�.;HOGAR;DECOHOGAR;10419160429;11/30/2021;LUJO;Abierta
4244;BITOKA;BITOKA E.I.R.L.;20608552848;BRYAN;BAZAN GABINO;VENTAS@BITOKA.PE;COOP. AMERICA MZ G LOTE 14;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4244;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4244;null;Somos una marca de cosm�tica natural artesanal, dedicada a la formulaci�n y elaboraci�n de productos de higiene y cuidado de la piel, as� como accesorios en algod�n org�nico.;BLANDOS;BELLEZA;20608552848;11/30/2021;BITOKA;Abierta
4245;RINCON 4G;CARRASCO QUINTO RODRIGO RUY;10425166251;RODRIGO;CARRASCO;elcid248@hotmail.com;AV. JOSE LEGUIA Y MELENDEZ 980 STAND 30A;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4245;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4245;null;Smartphones con los mejores precios del mercado!!!!!;HOGAR;ELECTROHOGAR;10425166251;11/30/2021;RINCON 4G;Abierta
4246;BULTACO;BULOS RETAIL E.I.R.L.;20608504452;Victor;Jaime;contabilidad@bultaco.pe;AV. EMILIO CAVENENCIA 151;null;null;null;null;null;null;null;BLANDOS;HOMBRE;20608504452;11/30/2021;BULTACO;Abierta
4247;VULTEC EXPRESS;VULTEC PERU S.A.C.;20602123112;LESLY;GRADOS;lgrados@vultec.pe;JUAN SOTO BERMEO 406. ALMACEN 20;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4247;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4247;null;null;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20602123112;11/30/2021;VULTEC EXPRESS;Abierta
4248;MATERNELLE;M PAZOS & ASOCIADOS EIRL;20416020401;NATALY;PEREZ;analista.tesoreria@maternelleperu.com;CALLE 4 # 150 DPTO 702 URB EL RANCHO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4248;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4248;null;Maternelle es una empresa que dise�a, fabrica y distribuye art�culos y accesorios para mam�s y beb�s con altos est�ndares de calidad, que entiende las necesidades de la mam� y su beb� brind�ndoles productos seguros, ergon�micos, pr�cticos y multifuncionales. Pero eso no es todo. Nuestros productos despiertan y estimulan el contacto mam�/pap� y beb� fortaleciendo ese v�nculo importante de apego y seguridad. Tenemos en cuenta hasta el menor detalle en todos los procesos que llevamos a cabo, desde la selecci�n de los insumos, hasta las revisiones de los productos y aprobaciones m�dicas.;BLANDOS;INFANTIL;20416020401;11/30/2021;MATERNELLE;Abierta
4249;Manutata;MANUTATA SOCIEDAD ANONIMA CERRADA;20490324713;Gelenit;Haro Huaranca;tesoreria@manutata.pe;Car. Puerto Maldonado - iberia km. 5 - fundo san Fernando (margen Izquierdo-Cruce la cachuela).;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;CONSUMO MASIVO;20490324713;11/30/2021;Manutata;Abierta
4250;NATURAL BEAUTY;GUZMAN UCULMANA HATSUMI TERUKO;1070674059;Hatsumi;Guzman;Hatsumiguzman08@gmail.com;BARCELONA 495 - SAN ISIDRO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4250;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4250;null;Productos de l�nea profesional para el cuidado del cabello en casa, con certificaci�n cruelty free y libre de parabenos.;BLANDOS;BELLEZA;1070674059;11/30/2021;NATURAL BEAUTY;Abierta
4251;CLEAN BEAUTY STORE;NORIEGA CAMPOS EDUARDO JOSE;10403448597;ANGEL;ROJAS;ingnoriega1@gmail.com;CALLE INTISUYO 163, URB MARANGA, SAN MIGUEL, LIMA;null;922260927;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4251;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4251;https://primagenskincare.com/;"PRIMAGEN ""La m�s innovadora marca de Cuidado Profesional de la Piel, basada en los m�s recientes avances de la Ciencia Cosmec�utica y con una filosof�a de Sostenibilidad basada en Belleza limpia #Cleanbeauty""";BLANDOS;BELLEZA;10403448597;11/30/2021;CLEAN BEAUTY STORE;Abierta
4253;Almohadas Cloud;IDIAQUEZ GARRIDO SANDY ELIZABETH;10721802669;SANDY;IDIAQUEZ GARRIDO;almohadascloud@gmail.com;CALLE 15 NRO 111 MZ H LT 34 URB EL PINAR;null;null;null;null;null;null;null;HOGAR;DECOHOGAR;10721802669;12/1/2021;Almohadas Cloud;Abierta
4254;VALESKA MATERNITY;GRUPO HOUDALI S.A.C.;20603889674;MARIANGEL;PARRA;admivaleska@gmail.com;AV. ALEJANDRO VELASCO ASTETE NRO. 1917 DPTO. 501 URB. LAS GARDENIAS;null;null;null;null;null;null;null;BLANDOS;MUJER;20603889674;12/1/2021;VALESKA MATERNITY;Abierta
4255;OSJO Bikers Clothing;USIETE E.I.R.L.;20563044285;Julio;Fajardo;osjobc@gmail.com;JR. CARLOS ARRIETA 253 DPTO 503;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4255;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4255;null;Prendas Profesionales para Ciclistas;BLANDOS;DEPORTES;20563044285;12/1/2021;OSJO Bikers Clothing;Abierta
4256;VIGAFLOW PERU;VIGAFLOW PERU SAC;20563044285;SALLY;FLORES;SFLORES@VIGAHOME.COM;JR. CARLOS ARRIETA 253 DPTO 503;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4256;null;null;null;HOGAR;ELECTROHOGAR;20509629464;12/1/2021;VIGAFLOW PERU;Abierta
4257;DecoraPe;Rafael Angel Haro Vargas;10465889298;Leonardo;D�az Haro;sabasbeds@hotmail.com;Jr Parinacochas 533;null;null;null;null;null;null;null;HOGAR;DECOHOGAR;10465889298;12/1/2021;DecoraPe;Abierta
4258;AMY CHEN STORE;TRENDY MODA EIRL;20600501632;Milagros;Chen Manchego;trendymodaeirl@gmail.com;BADAJOZ MZ O LT. 9 URB. MAYORAZGO 4TA ETAPA;null;null;null;null;null;null;null;BLANDOS;MUJER;20600501632;12/1/2021;AMY CHEN STORE;Abierta
4259;ASIA MOTORS;ASIA BUSINESS GROUP S.A.C.;2.06043E+11;ABNER;LOAYZA;ABGSAC2019@GMAIL.COM;JR M.R. CASTILLA 1450;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20604277354;12/1/2021;ASIA MOTORS;Abierta
4260;KUYCHI IMPORTACIONES DEL PERU EIRL;KUYCHI IMPORTACIONES DEL PERU EIRL;20606595914;ANGELA;PARANO;kuychipedidos@gmail.com;CALLE SAN BORJA 140;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4260;https://ripleyperu-prod.mirakl.net/mmp/media/shop-banner/4260;null;Somos una empresa 100% Peruana que ofrece art�culos para el mejoramiento del hogar, oficina o negocio, por medio de nuestra venta virtual a nivel nacional de productos importados de la mejor calidad y con garant�a de satisfacci�n.;HOGAR;ELECTROHOGAR;20606595914;12/1/2021;KUYCHI IMPORTACIONES DEL PERU EIRL;Abierta
4261;Crossover C�mics;SHUMI S.A.C.;20606610280;Adrian;Sarmiento Salas;contacto@crossovercomicsperu.com;Calle Miguel Grau 314 Dpto 401B;null;+51 989 697 711;null;null;null;https://crossovercomicsperu.com/;null;NUEVOS NEGOCIOS;OTRAS CATEGORIAS;20606610280;12/2/2021;Crossover C�mics;Abierta
4262;ACTIVE LIFE;TECNICA ACTIVE S.A.C.;20606975253;MARISOL;AGUILAR;import@goldgymfitness.com;AV. TOMAS MARSANO NRO. 4640 URB. SAN ROQUE LIMA - LIMA - SANTIAGO DE SURCO;null;null;null;https://ripleyperu-prod.mirakl.net/mmp/media/shop-logo/4262;null;null;Somos el primer fabricante peruano de equipamiento fitness profesional. Contamos con 30 a�os en el mercado. Nuestra cartera de productos nacionales e importados abarca una amplia gama de maquinaria fitness, cardio y de rehabilitaci�n as� como m�quinas de uso dom�stico, capaces de cubrir las necesidades de nuestros usuarios. M�xima calidad y servicio al cliente son nuestras premisas. ACTIVE LIFE se ha consolidado como una marca de referencia en el sector.;BLANDOS;DEPORTES;20606975253;12/2/2021;ACTIVE LIFE;Abierta
4263;CANTOL;DISTRIMAX SOCIEDAD ANONIMA CERRADA - DISTRIMAX S.A.C.;20514364665;LUISA;JARA;malcala@tecnopress.com.pe;CALLE LOS CALDEROS 247 URB. IND. VULCANO;null;null;null;null;null;null;null;NUEVOS NEGOCIOS;MEJORAMIENTO DEL HOGAR;20514364665;12/2/2021;CANTOL;Abierta
